user_id,username,email,password,gender,personalization1,personalizatoin2,personalization3,personalization4,personalization5,personalization6
178,eflacke4x,sschurcke4x@bbc.co.uk,hG1|Nw&l%,F,Indoor,24HoursCafe,BooksCafe,GoodViews,Smoking,Coffee
179,pbraznell4y,cpalmar4y@yolasite.com,lW5%__3*<wPEY@g,M,Indoor,RetroVintage,MeetingCafe,FamilyCafe,Smoking,NonCoffee
180,uwaldrum4z,esuttell4z@army.mil,qG9(T06k3k!*6{,M,Outdoor,24HoursCafe,BooksCafe,GoodViews,Smoking,NonCoffee
181,tpoxton50,ikettlestring50@mysql.com,vV0(nv(_wD,F,Outdoor,MinimalisCafe,StudyCafe,CountryFood,Smoking,NonCoffee
182,wasipenko51,astood51@sciencedaily.com,vJ1\sRzC1zT?\,F,Indoor,RetroVintage,MeetingCafe,CountryFood,Smoking,Coffee
183,edivine52,djachimak52@businessweek.com,yO3!.=.US2sn,F,Indoor,RetroVintage,MeetingCafe,CountryFood,NonSmoking,NonCoffee
184,ebelsham53,rgiron53@newsvine.com,wL4!1`)PdRdHAoyJ,M,Indoor,MinimalisCafe,BooksCafe,GoodViews,NonSmoking,NonCoffee
185,dcrowdace54,amamwell54@deviantart.com,sB5$}M)#|ra~Ir,F,Indoor,24HoursCafe,StudyCafe,FamilyCafe,Smoking,Coffee
186,ftebbutt55,lshelf55@dailymail.co.uk,bR3@krjLHE<!N`,F,Indoor,MinimalisCafe,MeetingCafe,CountryFood,Smoking,NonCoffee
187,vdevaar56,dwhitely56@people.com.cn,kL0/<V/+bdEp3SaT,F,Outdoor,MinimalisCafe,StudyCafe,GoodViews,Smoking,Coffee
188,acheevers57,olambshine57@webs.com,aW8/$CDlgD,M,Indoor,RetroVintage,MeetingCafe,GardenCafe,Smoking,NonCoffee
189,gpaskell58,tlittrik58@newyorker.com,hG1#<RzGlm,F,Indoor,RetroVintage,BooksCafe,CountryFood,Smoking,NonCoffee
190,hemms59,ldsouza59@addthis.com,iK4&)WE__h}vSx8X,M,Indoor,24HoursCafe,MeetingCafe,FamilyCafe,Smoking,NonCoffee
191,hcelloni5a,snorthway5a@imgur.com,"eE5}W}/CHN,",F,Indoor,RetroVintage,MeetingCafe,GardenCafe,Smoking,Coffee
192,tknowles5b,rgallemore5b@independent.co.uk,pZ4&'g&jkw3>,F,Indoor,IndustrialCafe,BooksCafe,CountryFood,NonSmoking,NonCoffee
193,mballefant5c,efursland5c@mapy.cz,kC9=}v1)#J@aY,M,Outdoor,IndustrialCafe,StudyCafe,GoodViews,Smoking,NonCoffee
194,wundrill5d,hmulder5d@dagondesign.com,oA5)x|rIUv+EpxT),M,Outdoor,IndustrialCafe,StudyCafe,FamilyCafe,Smoking,NonCoffee
195,vboness5e,ealthorpe5e@cargocollective.com,"sY3,0ndT=_q$",M,Indoor,MinimalisCafe,StudyCafe,CountryFood,NonSmoking,NonCoffee
196,smalyj5f,llehoux5f@simplemachines.org,nS4|rI'6!,M,Outdoor,MinimalisCafe,BooksCafe,CountryFood,Smoking,NonCoffee
197,jmews5g,arenvoys5g@wikimedia.org,eR7`cA}DrVag,F,Outdoor,24HoursCafe,BooksCafe,FamilyCafe,Smoking,NonCoffee
198,esandars5h,mcunio5h@jiathis.com,bX3{8h>a$,F,Indoor,MinimalisCafe,MeetingCafe,GoodViews,Smoking,NonCoffee
199,lmawditt5i,vburstowe5i@e-recht24.de,sK1`Nq')Dq{OVK',M,Outdoor,24HoursCafe,MeetingCafe,FamilyCafe,Smoking,NonCoffee
200,tannand5j,sbinestead5j@illinois.edu,mW6@VZ0l7,M,Indoor,RetroVintage,StudyCafe,CountryFood,NonSmoking,Coffee
201,bskeen5k,ijanssen5k@google.cn,"yO9,~tWm",M,Indoor,MinimalisCafe,MeetingCafe,GoodViews,Smoking,NonCoffee
202,blorenzetti5l,ddyett5l@miitbeian.gov.cn,yH4!0wY4J?c?y!.,M,Indoor,RetroVintage,MeetingCafe,CountryFood,NonSmoking,NonCoffee
203,fewbank5m,ldulanty5m@discovery.com,"nS4""dt8E",F,Outdoor,MinimalisCafe,MeetingCafe,GardenCafe,Smoking,Coffee
204,bflecknell5n,narnet5n@lycos.com,"hK6~0f,*wu",M,Indoor,RetroVintage,MeetingCafe,CountryFood,Smoking,Coffee
205,csprigg5o,sbridge5o@free.fr,mJ2@3TLXCc$!s|6,M,Indoor,IndustrialCafe,StudyCafe,GardenCafe,NonSmoking,Coffee
206,vshireff5p,hdonwell5p@fda.gov,qW9}r7Ks,M,Indoor,MinimalisCafe,StudyCafe,GardenCafe,NonSmoking,Coffee
207,eattwill5q,mkarpov5q@t-online.de,cA2}aE6PfdR{,M,Indoor,IndustrialCafe,StudyCafe,CountryFood,NonSmoking,NonCoffee
208,scoskerry5r,ksains5r@nydailynews.com,pS7!RVNM51Q94ECh,M,Indoor,MinimalisCafe,StudyCafe,FamilyCafe,NonSmoking,NonCoffee
209,sdowd5s,bholyland5s@github.com,nC9$DYPC@CL,M,Indoor,IndustrialCafe,MeetingCafe,GardenCafe,NonSmoking,Coffee
210,mdillintone5t,massender5t@hugedomains.com,pB6*WDm'?>bk!NfK,F,Outdoor,IndustrialCafe,BooksCafe,GardenCafe,NonSmoking,Coffee
211,cgeary5u,bmurrum5u@com.com,zN7*&jTeFDe#E,F,Indoor,MinimalisCafe,MeetingCafe,GoodViews,Smoking,Coffee
212,ghoyle5v,saykroyd5v@devhub.com,zR0}6?ma,F,Outdoor,MinimalisCafe,BooksCafe,CountryFood,NonSmoking,NonCoffee
213,lburdekin5w,gegle5w@bandcamp.com,oZ1<+riLrcK17FJ,M,Outdoor,RetroVintage,StudyCafe,CountryFood,NonSmoking,Coffee
214,nbarkas5x,mpoleykett5x@bizjournals.com,yZ5~9Wy?FyDskW6,F,Indoor,24HoursCafe,BooksCafe,FamilyCafe,NonSmoking,NonCoffee
215,bmoreland5y,sciobutaro5y@bbb.org,"oL8@cPm""0P",F,Outdoor,MinimalisCafe,BooksCafe,GoodViews,Smoking,NonCoffee
216,rharcase5z,klaville5z@cbsnews.com,pG1{Z63B|_ta,F,Indoor,RetroVintage,StudyCafe,FamilyCafe,NonSmoking,Coffee
217,dwallen60,chodgin60@biblegateway.com,fM4~RgjQU<rW,F,Indoor,RetroVintage,StudyCafe,FamilyCafe,NonSmoking,Coffee
218,spiercy61,ldwelling61@nature.com,yJ7<?m.aaEz&kVo,F,Indoor,MinimalisCafe,BooksCafe,CountryFood,Smoking,Coffee
219,lswabey62,nbone62@nifty.com,xV6#sR2xWv,F,Indoor,RetroVintage,BooksCafe,GoodViews,NonSmoking,Coffee
220,cdownton63,dmasson63@ehow.com,"fB8_,&SLO19{0_",M,Outdoor,RetroVintage,StudyCafe,GoodViews,Smoking,NonCoffee
221,jendley64,aantonovic64@howstuffworks.com,"rD9,'T_!H9&iK.l",M,Outdoor,24HoursCafe,StudyCafe,GoodViews,Smoking,NonCoffee
222,jdunstall65,astarten65@wiley.com,jJ2#H4H'pZ,F,Outdoor,24HoursCafe,StudyCafe,FamilyCafe,Smoking,NonCoffee
223,smaccarter66,lsaye66@wiley.com,uI8`fzL&}RL,M,Indoor,24HoursCafe,MeetingCafe,FamilyCafe,NonSmoking,NonCoffee
224,psteel67,dtimmis67@theatlantic.com,"iY8,l?,#Z""O",M,Outdoor,MinimalisCafe,BooksCafe,GardenCafe,Smoking,NonCoffee
225,elawes68,llicciardello68@privacy.gov.au,"vW0=x8""dlQ6i",M,Indoor,24HoursCafe,StudyCafe,FamilyCafe,NonSmoking,Coffee
226,zbatson69,ptarquinio69@netlog.com,xW8}@e5EJ#,F,Indoor,IndustrialCafe,StudyCafe,GoodViews,Smoking,Coffee
227,msukbhans6a,rhinkins6a@i2i.jp,kS4'tl/k,F,Indoor,IndustrialCafe,MeetingCafe,CountryFood,Smoking,Coffee
228,jchaston6b,epedler6b@studiopress.com,zM7_\Ce)>,F,Indoor,24HoursCafe,StudyCafe,CountryFood,NonSmoking,NonCoffee
229,mmarvel6c,mcreffield6c@about.com,dG0$ap.rIla,M,Indoor,24HoursCafe,StudyCafe,GoodViews,Smoking,Coffee
230,rhofton6d,rkew6d@wufoo.com,iM2`qc>#Pk,M,Outdoor,IndustrialCafe,MeetingCafe,GoodViews,NonSmoking,Coffee
231,lbattson6e,bvasic6e@dion.ne.jp,"aF2""D|#4qkbO",M,Indoor,RetroVintage,BooksCafe,CountryFood,NonSmoking,Coffee
232,llindop6f,kgerty6f@google.cn,"jR5""V15E%W@",F,Outdoor,MinimalisCafe,StudyCafe,GoodViews,Smoking,NonCoffee
233,caherne6g,klincoln6g@hibu.com,qJ1|!OtrAgF\>,M,Outdoor,MinimalisCafe,MeetingCafe,GoodViews,NonSmoking,NonCoffee
234,gwhife6h,omcconaghy6h@msn.com,dW0|sMtyG,F,Outdoor,RetroVintage,MeetingCafe,GoodViews,Smoking,Coffee
235,esalkild6i,bkeyse6i@weibo.com,gB5@QvHuOf8,F,Outdoor,IndustrialCafe,BooksCafe,CountryFood,Smoking,NonCoffee
236,djacombs6j,dstuddard6j@php.net,fN7$my`L.mC,F,Indoor,IndustrialCafe,BooksCafe,GardenCafe,Smoking,Coffee
237,mrehorek6k,etunna6k@pcworld.com,gX9${@<M}u,M,Indoor,24HoursCafe,StudyCafe,CountryFood,Smoking,Coffee
238,jcampkin6l,giglesia6l@ask.com,"sN8(""QU}K4TQ,",M,Outdoor,RetroVintage,StudyCafe,GoodViews,NonSmoking,NonCoffee
239,lciabatteri6m,csteinham6m@opera.com,xA0$gNL(pMub=w,M,Outdoor,MinimalisCafe,StudyCafe,GoodViews,Smoking,NonCoffee
240,jpaice6n,sgermaine6n@diigo.com,"oX4(,J<a@QD0{Z3{",M,Outdoor,24HoursCafe,MeetingCafe,CountryFood,Smoking,Coffee
241,lfawdrey6o,mfoxcroft6o@bloomberg.com,nB9|hob/f,M,Indoor,24HoursCafe,BooksCafe,FamilyCafe,Smoking,NonCoffee
242,sandras6p,charvie6p@seesaa.net,kD6_|Q=OAWY~aP3M,F,Indoor,RetroVintage,MeetingCafe,FamilyCafe,Smoking,Coffee
243,clexa6q,amacgarvey6q@woothemes.com,wN0(4/ik#*4r)Lsg,M,Indoor,IndustrialCafe,BooksCafe,CountryFood,NonSmoking,NonCoffee
244,achillistone6r,dmartusewicz6r@t-online.de,"sF5&FwbU,""",F,Outdoor,RetroVintage,StudyCafe,FamilyCafe,Smoking,Coffee
245,rgotcliffe6s,swomersley6s@house.gov,aJ7+}6VK<,M,Outdoor,24HoursCafe,StudyCafe,GardenCafe,NonSmoking,NonCoffee
246,swoodroof6t,rbraznell6t@auda.org.au,uT6<$xK~fr+iu0.,F,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,Coffee
247,kdunckley6u,ahardi6u@vistaprint.com,vK3$OCG\P,M,Outdoor,24HoursCafe,BooksCafe,GoodViews,Smoking,Coffee
248,mbarker6v,phourihane6v@geocities.jp,iF8*ZLWy8nf_,F,Outdoor,MinimalisCafe,StudyCafe,FamilyCafe,Smoking,NonCoffee
249,credmond6w,esains6w@gizmodo.com,iZ2(H$g)7H/=6,M,Outdoor,MinimalisCafe,MeetingCafe,CountryFood,Smoking,NonCoffee
250,dcollingridge6x,bsyde6x@dot.gov,"cO6',*5|>)P3%>4j",F,Outdoor,IndustrialCafe,MeetingCafe,FamilyCafe,Smoking,NonCoffee
251,bfanton6y,btoman6y@hc360.com,xS6_I_xUCfi{B#Ao,F,Outdoor,IndustrialCafe,StudyCafe,GardenCafe,Smoking,NonCoffee
252,mwoodington6z,obartels6z@blogger.com,"qV5""74N`g",F,Outdoor,IndustrialCafe,BooksCafe,GardenCafe,Smoking,NonCoffee
253,rburdis70,ehaily70@answers.com,"mG7,PHguYJ?f",F,Indoor,IndustrialCafe,MeetingCafe,FamilyCafe,Smoking,Coffee
254,ekenen71,rwisniowski71@blog.com,pG4)GJo{P>z,F,Indoor,24HoursCafe,StudyCafe,FamilyCafe,Smoking,Coffee
255,bmorican72,swhenman72@ucoz.com,jO6(j$C8vO0LF,F,Outdoor,RetroVintage,MeetingCafe,FamilyCafe,Smoking,NonCoffee
256,rtwinborne73,mavey73@usgs.gov,bH2&2M\$?8,M,Outdoor,IndustrialCafe,MeetingCafe,GardenCafe,NonSmoking,Coffee
257,sosgorby74,amurrie74@myspace.com,jZ4=mTbo>U*?D,F,Indoor,MinimalisCafe,BooksCafe,FamilyCafe,Smoking,Coffee
258,ubraznell75,flange75@hao123.com,aC4|JQO)(ac,M,Indoor,RetroVintage,BooksCafe,GoodViews,Smoking,Coffee
259,ebickerdicke76,krodmell76@gnu.org,iP7%ciPCW,M,Outdoor,RetroVintage,StudyCafe,FamilyCafe,Smoking,Coffee
260,crainford77,scorkan77@gnu.org,zU9`R*qVk>K,F,Outdoor,IndustrialCafe,BooksCafe,CountryFood,Smoking,NonCoffee
261,tsieghart78,tflear78@wired.com,"fJ4""9+&/6#",M,Outdoor,RetroVintage,MeetingCafe,FamilyCafe,Smoking,NonCoffee
262,gohenecan79,npole79@netlog.com,"hU1,1""*.C",M,Indoor,IndustrialCafe,BooksCafe,FamilyCafe,Smoking,NonCoffee
263,coshaughnessy7a,celloit7a@paypal.com,vV4?0Vy/f#*Fw,F,Outdoor,24HoursCafe,StudyCafe,GardenCafe,NonSmoking,Coffee
264,dpiborn7b,lbeauchop7b@pen.io,uA0{\3kBYy(F?Da,F,Outdoor,24HoursCafe,BooksCafe,GardenCafe,Smoking,NonCoffee
265,mtimny7c,jcaulliere7c@networkadvertising.org,"mP4\|>AQ1<%K,M#T",F,Outdoor,RetroVintage,StudyCafe,GardenCafe,NonSmoking,Coffee
266,fabramin7d,cpimbley7d@reference.com,dE7(Oj4$sSZ}za&=,F,Indoor,IndustrialCafe,StudyCafe,GoodViews,NonSmoking,Coffee
267,frosenfelder7e,wgunstone7e@army.mil,rP5(9JS5VDg<+@|,F,Outdoor,MinimalisCafe,MeetingCafe,GoodViews,NonSmoking,Coffee
268,bkeedy7f,owehden7f@yellowbook.com,tV9+T+ny,F,Indoor,RetroVintage,BooksCafe,FamilyCafe,Smoking,Coffee
269,eeustis7g,egoaks7g@purevolume.com,lJ1=Sd`d,F,Outdoor,MinimalisCafe,StudyCafe,FamilyCafe,Smoking,Coffee
270,lbotterman7h,rmolder7h@ftc.gov,uF7~NzULS,F,Indoor,MinimalisCafe,BooksCafe,FamilyCafe,Smoking,Coffee
271,dluetchford7i,pjozaitis7i@dot.gov,zH7&_NdC)k=M,F,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,Coffee
272,pcostigan7j,mmilstead7j@printfriendly.com,oS8>u4Y'J{_)rhwK,M,Outdoor,MinimalisCafe,StudyCafe,GoodViews,Smoking,NonCoffee
273,cbelchamp7k,ssperrett7k@nbcnews.com,uZ7{Xm1Pf{>,M,Indoor,IndustrialCafe,MeetingCafe,GardenCafe,Smoking,Coffee
274,wmckinley7l,lpeebles7l@state.tx.us,mI5&H*(D,F,Outdoor,24HoursCafe,MeetingCafe,GardenCafe,Smoking,Coffee
275,cocorhane7m,thowles7m@epa.gov,"aF7$SkL8k)4+,l0",F,Indoor,24HoursCafe,MeetingCafe,FamilyCafe,NonSmoking,Coffee
276,khecks7n,jvargas7n@blogger.com,dN9_hX0|Yixfdi,F,Indoor,RetroVintage,MeetingCafe,GoodViews,Smoking,NonCoffee
277,pglison7o,rmacculloch7o@163.com,eV8!(go_bdn,M,Outdoor,IndustrialCafe,BooksCafe,GoodViews,Smoking,Coffee
278,dgratrix7p,pescala7p@army.mil,vG5+e~>mC|Jf,F,Indoor,RetroVintage,StudyCafe,GoodViews,NonSmoking,NonCoffee
279,mgeater7q,mswanwick7q@unc.edu,nW9<?#>4vTRrS,F,Indoor,MinimalisCafe,MeetingCafe,GardenCafe,Smoking,Coffee
280,kpinkerton7r,cmewrcik7r@miitbeian.gov.cn,aX6`}TRi#OJz_BI,M,Indoor,IndustrialCafe,StudyCafe,CountryFood,NonSmoking,NonCoffee
281,cdimbylow7s,drobottham7s@youtu.be,uR4(sn.C,M,Indoor,MinimalisCafe,StudyCafe,FamilyCafe,NonSmoking,NonCoffee
282,ejanjic7t,yongin7t@marketwatch.com,nD4?<4\w,M,Outdoor,IndustrialCafe,BooksCafe,GoodViews,Smoking,Coffee
283,fchamberlayne7u,nalmey7u@webeden.co.uk,wV2)JGl|1L,F,Indoor,IndustrialCafe,StudyCafe,GardenCafe,NonSmoking,Coffee
284,cyushmanov7v,lfedorski7v@icio.us,wS7=%=s#,M,Outdoor,MinimalisCafe,MeetingCafe,GoodViews,Smoking,NonCoffee
285,troubert7w,jonraet7w@google.nl,jE1(ycvYN7w3x,M,Outdoor,RetroVintage,MeetingCafe,CountryFood,Smoking,Coffee
286,cfreear7x,pfavill7x@myspace.com,zW0_kz42Xm,F,Outdoor,MinimalisCafe,MeetingCafe,CountryFood,Smoking,Coffee
287,bcolmer7y,gbaume7y@list-manage.com,"aB9{8""np#3~0{",M,Indoor,MinimalisCafe,BooksCafe,GoodViews,NonSmoking,NonCoffee
288,braspel7z,hbeamont7z@51.la,bL3@A.m6d#qw,M,Outdoor,IndustrialCafe,BooksCafe,CountryFood,Smoking,NonCoffee
289,lmaddyson80,nkrol80@last.fm,zX0_xK2?M@c9i7,M,Outdoor,RetroVintage,BooksCafe,FamilyCafe,Smoking,Coffee
290,ehuban81,wdacth81@dyndns.org,yF0~9waJ0,F,Outdoor,IndustrialCafe,BooksCafe,CountryFood,Smoking,NonCoffee
291,astreeten82,mdauncey82@craigslist.org,tT0+f'k9Jy4Iw,F,Outdoor,24HoursCafe,StudyCafe,FamilyCafe,NonSmoking,NonCoffee
292,osumpton83,fbains83@blogspot.com,iC5%87#y.c|<'S4G,F,Indoor,RetroVintage,StudyCafe,CountryFood,NonSmoking,NonCoffee
293,lohanvey84,pfisbey84@unc.edu,hN0\hv`RbI=,F,Indoor,MinimalisCafe,StudyCafe,GoodViews,NonSmoking,NonCoffee
294,gbison85,hcowerd85@mlb.com,"hQ2*)vL""{ok>gat",F,Outdoor,MinimalisCafe,StudyCafe,CountryFood,Smoking,Coffee
295,cburlay86,lskellion86@nyu.edu,dX2!X{x&,F,Outdoor,RetroVintage,MeetingCafe,GoodViews,NonSmoking,NonCoffee
296,mwoodrup87,rcoulthard87@state.gov,xJ8>16k_a\%dLf1,F,Outdoor,IndustrialCafe,StudyCafe,GoodViews,NonSmoking,Coffee
297,vfretwell88,sspours88@comsenz.com,pD1*!3uonKC1,F,Indoor,RetroVintage,StudyCafe,CountryFood,Smoking,Coffee
298,gbelasco89,sbrougham89@unesco.org,"rU9""39@0ACd*TF/",M,Indoor,24HoursCafe,StudyCafe,CountryFood,Smoking,NonCoffee
299,rwillford8a,ecurrell8a@naver.com,rK3@SNIX8Pmv'K6,F,Outdoor,RetroVintage,BooksCafe,GardenCafe,Smoking,NonCoffee
300,dkunrad8b,abarajaz8b@reference.com,"nU3,v3gwVFTo(wa",F,Indoor,RetroVintage,StudyCafe,GoodViews,NonSmoking,NonCoffee
301,pgreest8c,vlamartine8c@chronoengine.com,"cV9_qSooU%4'9J""",M,Outdoor,RetroVintage,MeetingCafe,GoodViews,NonSmoking,Coffee
302,wrudgley8d,hmingauld8d@macromedia.com,vJ9!{`c@><Ht0,F,Indoor,RetroVintage,StudyCafe,GardenCafe,NonSmoking,Coffee
303,tperin8e,hslyman8e@storify.com,wA2*`<}%WJ,M,Indoor,RetroVintage,MeetingCafe,CountryFood,NonSmoking,Coffee
304,emacdunlevy8f,jescale8f@zimbio.com,yN4<vZ%'0,F,Outdoor,MinimalisCafe,MeetingCafe,CountryFood,NonSmoking,NonCoffee
305,zdrewitt8g,kaldersey8g@sakura.ne.jp,"sN5+kuswww""|V=6",F,Indoor,MinimalisCafe,MeetingCafe,FamilyCafe,NonSmoking,Coffee
306,htoffaloni8h,mmungham8h@economist.com,xK4\_AEJ),M,Indoor,MinimalisCafe,MeetingCafe,GoodViews,NonSmoking,NonCoffee
307,snoton8i,still8i@php.net,wU0\)=R%/,F,Outdoor,IndustrialCafe,StudyCafe,GardenCafe,Smoking,Coffee
308,gbowlas8j,astarte8j@unblog.fr,"xT1@d""<z?|Kv`",M,Outdoor,RetroVintage,BooksCafe,GoodViews,NonSmoking,Coffee
309,lberrington8k,ebaynham8k@eventbrite.com,bO9|szwk,F,Indoor,RetroVintage,BooksCafe,GardenCafe,Smoking,Coffee
310,rpykerman8l,agoor8l@squarespace.com,uY7=1C\$geo'hm,F,Outdoor,24HoursCafe,StudyCafe,FamilyCafe,Smoking,Coffee
311,bsaile8m,ccolhoun8m@stumbleupon.com,eI5+Y'x%tl~HP,F,Indoor,RetroVintage,StudyCafe,CountryFood,NonSmoking,Coffee
312,mpeppard8n,aredwin8n@seattletimes.com,"lG8}f,X~bA0G",M,Outdoor,MinimalisCafe,StudyCafe,FamilyCafe,NonSmoking,Coffee
313,agowdie8o,tpledge8o@bandcamp.com,fW0?*aOO894Eu_,M,Outdoor,IndustrialCafe,StudyCafe,FamilyCafe,Smoking,Coffee
314,gformigli8p,hpiddle8p@vistaprint.com,kJ7{b1u5Xp|'d,F,Indoor,MinimalisCafe,StudyCafe,FamilyCafe,NonSmoking,Coffee
315,mperacco8q,aconsidine8q@forbes.com,"iD8~zozp.RanE\""v",M,Outdoor,RetroVintage,BooksCafe,GoodViews,Smoking,NonCoffee
316,epaolacci8r,mcartmel8r@pen.io,mB9*vlS8JyNoJ\X,M,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,Coffee
317,pgladden8s,mpedersen8s@merriam-webster.com,qO8\0>r#`,M,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,NonCoffee
318,ejoanaud8t,lludgrove8t@oakley.com,vC1>>g5~'`Ii#>4,F,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,NonSmoking,NonCoffee
319,cleake8u,mhoyland8u@cafepress.com,gE0(LZi`,M,Indoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,NonCoffee
320,bpawlik8v,jszimon8v@amazon.co.uk,eU4(DcVWO,M,Indoor,MinimalisCafe,MeetingCafe,GardenCafe,NonSmoking,NonCoffee
321,elongmuir8w,marnald8w@wufoo.com,yI4`G~Y?NyqM,M,Indoor,IndustrialCafe,MeetingCafe,CountryFood,NonSmoking,Coffee
322,cscarlet8x,imaclice8x@uiuc.edu,lJ4(DNzM>1e4A},M,Outdoor,IndustrialCafe,MeetingCafe,CountryFood,Smoking,Coffee
323,nwhatford8y,mrampton8y@infoseek.co.jp,oI0|z@sb,F,Indoor,24HoursCafe,BooksCafe,GardenCafe,NonSmoking,NonCoffee
324,fmoodey8z,icavill8z@youku.com,"vF2/1TM""(3TLH@5",F,Outdoor,24HoursCafe,MeetingCafe,CountryFood,NonSmoking,NonCoffee
325,ecostley90,mfaulks90@reverbnation.com,rW1!O4M/,F,Indoor,MinimalisCafe,MeetingCafe,GardenCafe,NonSmoking,NonCoffee
326,lvotier91,smacmeeking91@canalblog.com,hG6?uNKf>pN5%j?,M,Outdoor,MinimalisCafe,BooksCafe,GardenCafe,Smoking,NonCoffee
327,rplumm92,kkief92@hhs.gov,lD8.qS!_R,M,Outdoor,MinimalisCafe,MeetingCafe,GoodViews,Smoking,NonCoffee
328,eivanshintsev93,afeldheim93@sun.com,wD9~)wt>==i,F,Indoor,IndustrialCafe,BooksCafe,GardenCafe,Smoking,NonCoffee
329,egallgher94,jkilcoyne94@eepurl.com,gL4#v12jrg9,M,Outdoor,24HoursCafe,BooksCafe,CountryFood,Smoking,Coffee
330,lsprosson95,lhuerta95@adobe.com,"qZ5%G.""_b""16c",F,Outdoor,IndustrialCafe,BooksCafe,GardenCafe,NonSmoking,Coffee
331,mstarzaker96,bbridal96@tripod.com,"zR0(+@""I",M,Outdoor,IndustrialCafe,BooksCafe,CountryFood,Smoking,NonCoffee
332,rderham97,smenendez97@wikia.com,"pD0,~.q`~qr.G",F,Outdoor,MinimalisCafe,BooksCafe,CountryFood,NonSmoking,Coffee
333,lebbitt98,efeeham98@last.fm,jQ5$Stw1,M,Outdoor,MinimalisCafe,MeetingCafe,GardenCafe,Smoking,Coffee
334,belvey99,adalgarno99@prnewswire.com,tY0&w)XQ.T,F,Outdoor,MinimalisCafe,StudyCafe,CountryFood,NonSmoking,Coffee
335,icrocroft9a,ttreppas9a@bravesites.com,lP9+bqE1c~1Ljs,F,Indoor,IndustrialCafe,BooksCafe,GardenCafe,NonSmoking,Coffee
336,scorrin9b,tallred9b@arstechnica.com,aI0.=S98G6dY'+B,M,Outdoor,MinimalisCafe,BooksCafe,GardenCafe,NonSmoking,NonCoffee
337,sspriggen9c,ghartford9c@archive.org,yM4\~RXK,M,Indoor,RetroVintage,StudyCafe,GoodViews,NonSmoking,NonCoffee
338,eelsmore9d,jstollberger9d@multiply.com,"kM9~{W""\N",M,Indoor,24HoursCafe,BooksCafe,GardenCafe,Smoking,Coffee
339,mtempleton9e,achetwind9e@altervista.org,qX5!7z)qsT,M,Indoor,MinimalisCafe,MeetingCafe,GardenCafe,Smoking,Coffee
340,cdance9f,bchadbourne9f@elegantthemes.com,yW3'geJy)@\,M,Outdoor,MinimalisCafe,MeetingCafe,FamilyCafe,Smoking,Coffee
341,mdanels9g,jmuldownie9g@oracle.com,bT2'0utg,F,Outdoor,RetroVintage,MeetingCafe,GardenCafe,Smoking,NonCoffee
342,mcrevagh9h,lsich9h@wikispaces.com,lT8`mMEBLY_0,M,Outdoor,MinimalisCafe,MeetingCafe,CountryFood,Smoking,NonCoffee
343,rseabourne9i,cwilding9i@elegantthemes.com,qL5}=$p+|U`KXH6S,M,Outdoor,IndustrialCafe,BooksCafe,FamilyCafe,NonSmoking,NonCoffee
344,ealfuso9j,dgerholz9j@nasa.gov,bL6)@){hXU*}{,M,Outdoor,24HoursCafe,MeetingCafe,GoodViews,NonSmoking,Coffee
345,djopp9k,dhardes9k@pbs.org,aS7*<L@)JW,F,Outdoor,24HoursCafe,MeetingCafe,CountryFood,Smoking,Coffee
346,cerie9l,dwogden9l@answers.com,bP4@YDyP.Pa/iNo7,F,Indoor,RetroVintage,BooksCafe,GardenCafe,Smoking,NonCoffee
347,dcrosier9m,lhammerberger9m@instagram.com,xR8$MN!gFHve,F,Outdoor,RetroVintage,BooksCafe,CountryFood,NonSmoking,Coffee
348,mikins9n,hisac9n@pcworld.com,"mK8$LnA)$J""QiZ`",F,Indoor,IndustrialCafe,BooksCafe,FamilyCafe,NonSmoking,Coffee
349,cmacdearmont9o,cgooder9o@networkadvertising.org,jL3%a8TiRxLbo#,F,Outdoor,MinimalisCafe,BooksCafe,GoodViews,Smoking,NonCoffee
350,slammertz9p,fcreaser9p@netvibes.com,"aA5'_7XU""\'",F,Outdoor,MinimalisCafe,MeetingCafe,GardenCafe,Smoking,NonCoffee
351,emundall9q,jdudson9q@dedecms.com,lN4.YFCv|h,F,Indoor,24HoursCafe,StudyCafe,GardenCafe,Smoking,NonCoffee
352,bizchaki9r,fheisler9r@bravesites.com,cT1+X7>r%/x5}<S,M,Outdoor,24HoursCafe,MeetingCafe,CountryFood,Smoking,Coffee
353,candrew9s,owillisch9s@answers.com,"dE2,9P&Ro",F,Indoor,24HoursCafe,BooksCafe,CountryFood,NonSmoking,Coffee
354,aparrin9t,esheldrick9t@microsoft.com,rG5'hy23o3I'D=0,F,Indoor,24HoursCafe,StudyCafe,CountryFood,Smoking,NonCoffee
355,glillicrop9u,wguitonneau9u@apple.com,wW3<'Wi?@~1vW,F,Indoor,IndustrialCafe,MeetingCafe,GardenCafe,NonSmoking,NonCoffee
